train_loss,epoch,step,val_loss,test_acc
0.5350006818771362,0,49,,
0.5009603500366211,0,99,,
,0,112,0.48852217197418213,
0.4987332224845886,1,149,,
0.45407381653785706,1,199,,
,1,225,0.4593091905117035,
0.4732022285461426,2,249,,
0.49298402667045593,2,299,,
,2,338,0.4470139145851135,
0.434954971075058,3,349,,
0.4375246465206146,3,399,,
0.45534366369247437,3,449,,
,3,451,0.4395838975906372,
0.4334028661251068,4,499,,
0.40686142444610596,4,549,,
,4,564,0.4346822500228882,
0.4202691316604614,5,599,,
0.3863111436367035,5,649,,
,5,677,0.43343260884284973,
0.420707106590271,6,699,,
0.4194754362106323,6,749,,
,6,790,0.4292154312133789,
0.4342223107814789,7,799,,
0.45357951521873474,7,849,,
0.4160144627094269,7,899,,
,7,903,0.42582613229751587,
0.41091156005859375,8,949,,
0.44226670265197754,8,999,,
,8,1016,0.42384859919548035,
0.3941304087638855,9,1049,,
0.41299304366111755,9,1099,,
,9,1129,0.4230056405067444,
0.40147724747657776,10,1149,,
0.4000709652900696,10,1199,,
,10,1242,0.4209001660346985,
0.4289552569389343,11,1249,,
0.39159247279167175,11,1299,,
0.4396197497844696,11,1349,,
,11,1355,0.41927382349967957,
0.41966646909713745,12,1399,,
0.39229416847229004,12,1449,,
,12,1468,0.4183017313480377,
0.4089110791683197,13,1499,,
0.39890792965888977,13,1549,,
,13,1581,0.4170931577682495,
0.4094321131706238,14,1599,,
0.3903142809867859,14,1649,,
,14,1694,0.4163079857826233,
0.4396387040615082,15,1699,,
0.4164696931838989,15,1749,,
0.41352367401123047,15,1799,,
,15,1807,0.41531774401664734,
0.40785449743270874,16,1849,,
0.4244597554206848,16,1899,,
,16,1920,0.41442394256591797,
0.41790685057640076,17,1949,,
0.4053226113319397,17,1999,,
,17,2033,0.41375958919525146,
0.4420239329338074,18,2049,,
0.40764573216438293,18,2099,,
,18,2146,0.4128939211368561,
0.3961038589477539,19,2149,,
0.38882267475128174,19,2199,,
0.397971510887146,19,2249,,
,19,2259,0.4124929904937744,
0.398588627576828,20,2299,,
0.4173811674118042,20,2349,,
,20,2372,0.41168123483657837,
0.3912475109100342,21,2399,,
0.4228390157222748,21,2449,,
,21,2485,0.41113272309303284,
0.4118136167526245,22,2499,,
0.43223002552986145,22,2549,,
,22,2598,0.4118809700012207,
0.38379332423210144,23,2599,,
0.39046788215637207,23,2649,,
0.3933083415031433,23,2699,,
,23,2711,0.41026991605758667,
0.4042510688304901,24,2749,,
0.3685981333255768,24,2799,,
,24,2824,0.40995854139328003,
0.3930909335613251,25,2849,,
0.3805088400840759,25,2899,,
,25,2937,0.40931010246276855,
0.3989328444004059,26,2949,,
0.362815797328949,26,2999,,
0.4206903576850891,26,3049,,
,26,3050,0.4085255265235901,
0.4110291302204132,27,3099,,
0.363809198141098,27,3149,,
,27,3163,0.40796953439712524,
0.3837187886238098,28,3199,,
0.41672423481941223,28,3249,,
,28,3276,0.4076426327228546,
0.4023573398590088,29,3299,,
0.43119171261787415,29,3349,,
,29,3389,0.40858012437820435,
0.3912917971611023,30,3399,,
0.3569071590900421,30,3449,,
0.44087716937065125,30,3499,,
,30,3502,0.4068203866481781,
0.39638036489486694,31,3549,,
0.37362372875213623,31,3599,,
,31,3615,0.40805843472480774,
0.3846953213214874,32,3649,,
0.40656524896621704,32,3699,,
,32,3728,0.40615203976631165,
0.39094963669776917,33,3749,,
0.3895687758922577,33,3799,,
,33,3841,0.4056672751903534,
0.37893539667129517,34,3849,,
0.3848371207714081,34,3899,,
0.3733128309249878,34,3949,,
,34,3954,0.40627574920654297,
0.39426738023757935,35,3999,,
0.38474708795547485,35,4049,,
,35,4067,0.40496698021888733,
0.39505428075790405,36,4099,,
0.4002583622932434,36,4149,,
,36,4180,0.40475159883499146,
0.3805443048477173,37,4199,,
0.3989902138710022,37,4249,,
,37,4293,0.4054255187511444,
0.40605780482292175,38,4299,,
0.4181833267211914,38,4349,,
0.39852532744407654,38,4399,,
,38,4406,0.40407636761665344,
0.44927000999450684,39,4449,,
0.38312870264053345,39,4499,,
,39,4519,0.4037553369998932,
0.38729697465896606,40,4549,,
0.4085375964641571,40,4599,,
,40,4632,0.40422582626342773,
0.40907788276672363,41,4649,,
0.39509621262550354,41,4699,,
,41,4745,0.4038151502609253,
0.41746965050697327,42,4749,,
0.40573227405548096,42,4799,,
0.4286040663719177,42,4849,,
,42,4858,0.40294861793518066,
0.4225044846534729,43,4899,,
0.38037216663360596,43,4949,,
,43,4971,0.40312209725379944,
0.42177554965019226,44,4999,,
0.390250027179718,44,5049,,
,44,5084,0.40264540910720825,
0.3903607130050659,45,5099,,
0.4165075719356537,45,5149,,
,45,5197,0.402235746383667,
0.37445083260536194,46,5199,,
0.40222591161727905,46,5249,,
0.40612444281578064,46,5299,,
,46,5310,0.4020630121231079,
0.3747793138027191,47,5349,,
0.4120413064956665,47,5399,,
,47,5423,0.4018190801143646,
0.4232165217399597,48,5449,,
0.3773253262042999,48,5499,,
,48,5536,0.4017132818698883,
0.407928466796875,49,5549,,
0.40203049778938293,49,5599,,
0.3594510555267334,49,5649,,
,49,5649,0.4020472466945648,
0.38924601674079895,50,5699,,
0.4140279293060303,50,5749,,
,50,5762,0.40140581130981445,
0.4015308618545532,51,5799,,
0.39948806166648865,51,5849,,
,51,5875,0.4016604423522949,
0.43046125769615173,52,5899,,
0.3908860385417938,52,5949,,
