train_loss,epoch,step,val_loss
0.5014382600784302,0,49,
0.4559937119483948,0,99,
,0,112,0.4312668740749359
0.429858535528183,1,149,
0.4045918583869934,1,199,
,1,225,0.39005592465400696
0.39150887727737427,2,249,
0.4070586860179901,2,299,
,2,338,0.37258878350257874
0.3591103255748749,3,349,
0.38254112005233765,3,399,
0.3698309063911438,3,449,
,3,451,0.3635101616382599
0.36875033378601074,4,499,
0.380739688873291,4,549,
,4,564,0.3580819070339203
0.3799777626991272,5,599,
0.36006465554237366,5,649,
,5,677,0.35452088713645935
0.38417860865592957,6,699,
0.3549477756023407,6,749,
,6,790,0.3520393967628479
0.3430432081222534,7,799,
0.361571341753006,7,849,
0.35108715295791626,7,899,
,7,903,0.35021719336509705
0.3385922908782959,8,949,
0.3519270122051239,8,999,
,8,1016,0.34880754351615906
0.3715709149837494,9,1049,
0.3486672043800354,9,1099,
,9,1129,0.34770020842552185
0.35043564438819885,10,1149,
0.35036155581474304,10,1199,
,10,1242,0.34679579734802246
0.3421447277069092,11,1249,
0.34437644481658936,11,1299,
0.347654789686203,11,1349,
,11,1355,0.34604135155677795
0.32648879289627075,12,1399,
0.33722519874572754,12,1449,
,12,1468,0.3453962802886963
0.3734569549560547,13,1499,
0.34450802206993103,13,1549,
,13,1581,0.34484606981277466
0.33562037348747253,14,1599,
0.351885050535202,14,1649,
,14,1694,0.3443619906902313
0.33864614367485046,15,1699,
0.3354710340499878,15,1749,
0.3689894676208496,15,1799,
,15,1807,0.34393370151519775
0.33994078636169434,16,1849,
0.3416600525379181,16,1899,
,16,1920,0.34354543685913086
0.3237204849720001,17,1949,
0.32667380571365356,17,1999,
,17,2033,0.3431972563266754
0.35770082473754883,18,2049,
0.34938496351242065,18,2099,
,18,2146,0.34287822246551514
0.32163095474243164,19,2149,
0.34496912360191345,19,2199,
0.35425740480422974,19,2249,
,19,2259,0.34258124232292175
0.3374047577381134,20,2299,
0.3542200028896332,20,2349,
,20,2372,0.3423082232475281
0.3390354514122009,21,2399,
0.3317805826663971,21,2449,
