train_loss,epoch,step,val_loss
0.5675912499427795,0,49,
0.48845377564430237,0,99,
,0,112,0.4867391884326935
0.4506833553314209,1,149,
0.4401821196079254,1,199,
,1,225,0.42402786016464233
0.41955265402793884,2,249,
0.40798887610435486,2,299,
,2,338,0.39792290329933167
0.40411534905433655,3,349,
0.38783377408981323,3,399,
0.37617433071136475,3,449,
,3,451,0.3845662772655487
0.38938501477241516,4,499,
0.3816215991973877,4,549,
,4,564,0.3767613172531128
0.35562628507614136,5,599,
0.37865158915519714,5,649,
,5,677,0.37170538306236267
0.3613506555557251,6,699,
0.3471834659576416,6,749,
,6,790,0.36821249127388
0.3433109223842621,7,799,
0.345473974943161,7,849,
0.34941983222961426,7,899,
,7,903,0.3656676709651947
0.34195709228515625,8,949,
0.3582552969455719,8,999,
,8,1016,0.3637221157550812
0.35031622648239136,9,1049,
0.3428005278110504,9,1099,
,9,1129,0.36219510436058044
0.350104421377182,10,1149,
0.34261584281921387,10,1199,
,10,1242,0.3609643578529358
0.36248505115509033,11,1249,
0.3377273380756378,11,1299,
0.34785228967666626,11,1349,
,11,1355,0.359945148229599
0.3441677391529083,12,1399,
0.3750402331352234,12,1449,
,12,1468,0.35908451676368713
0.35304075479507446,13,1499,
0.3592328131198883,13,1549,
,13,1581,0.3583504557609558
0.3354281783103943,14,1599,
0.3356589674949646,14,1649,
,14,1694,0.35771065950393677
0.3546253740787506,15,1699,
0.36113518476486206,15,1749,
0.335050493478775,15,1799,
,15,1807,0.35715240240097046
0.33182135224342346,16,1849,
0.359737366437912,16,1899,
,16,1920,0.3566402494907379
0.32166287302970886,17,1949,
0.3573145866394043,17,1999,
,17,2033,0.3561886250972748
0.3467201292514801,18,2049,
0.3547550439834595,18,2099,
,18,2146,0.35578417778015137
0.3488912880420685,19,2149,
0.3481689691543579,19,2199,
0.3435383439064026,19,2249,
,19,2259,0.35540658235549927
0.34583085775375366,20,2299,
0.3517361283302307,20,2349,
,20,2372,0.35506561398506165
0.35373085737228394,21,2399,
0.36312323808670044,21,2449,
,21,2485,0.3547442853450775
0.38009461760520935,22,2499,
0.32759344577789307,22,2549,
,22,2598,0.354446679353714
0.3389155864715576,23,2599,
0.3758760094642639,23,2649,
0.3733881115913391,23,2699,
,23,2711,0.3541618287563324
0.3546469807624817,24,2749,
0.371467262506485,24,2799,
,24,2824,0.3539026975631714
0.34011948108673096,25,2849,
0.326108455657959,25,2899,
,25,2937,0.3536444902420044
0.34586501121520996,26,2949,
0.36468544602394104,26,2999,
0.3492295444011688,26,3049,
,26,3050,0.3534082770347595
0.3755178153514862,27,3099,
0.344221830368042,27,3149,
,27,3163,0.3531806766986847
0.31948012113571167,28,3199,
0.36780261993408203,28,3249,
,28,3276,0.35296598076820374
0.34738531708717346,29,3299,
0.35772162675857544,29,3349,
,29,3389,0.3527441620826721
0.3545784652233124,30,3399,
0.35109344124794006,30,3449,
0.3558031916618347,30,3499,
,30,3502,0.35255372524261475
0.33884570002555847,31,3549,
0.35439473390579224,31,3599,
,31,3615,0.35236361622810364
0.3342875838279724,32,3649,
0.34839069843292236,32,3699,
,32,3728,0.3521668612957001
0.3553299903869629,33,3749,
0.3786553144454956,33,3799,
,33,3841,0.3519838750362396
0.351163774728775,34,3849,
0.34438127279281616,34,3899,
0.3386848568916321,34,3949,
,34,3954,0.351810485124588
0.3478297293186188,35,3999,
0.34990525245666504,35,4049,
,35,4067,0.3516410291194916
0.33108845353126526,36,4099,
0.3527807891368866,36,4149,
,36,4180,0.35147520899772644
0.32322418689727783,37,4199,
0.33339443802833557,37,4249,
,37,4293,0.3513074815273285
0.35283026099205017,38,4299,
0.3278901278972626,38,4349,
0.368649959564209,38,4399,
,38,4406,0.3511503338813782
0.33990901708602905,39,4449,
0.3415464758872986,39,4499,
,39,4519,0.35100895166397095
0.33401748538017273,40,4549,
0.3465297222137451,40,4599,
,40,4632,0.35085761547088623
0.33133578300476074,41,4649,
0.3701324760913849,41,4699,
,41,4745,0.35071462392807007
0.33911359310150146,42,4749,
0.34562256932258606,42,4799,
0.34553343057632446,42,4849,
,42,4858,0.35058292746543884
0.33994054794311523,43,4899,
0.3387962877750397,43,4949,
,43,4971,0.3504399061203003
0.3296937942504883,44,4999,
0.34018048644065857,44,5049,
,44,5084,0.3503133952617645
0.3475731909275055,45,5099,
0.3481751084327698,45,5149,
,45,5197,0.35018643736839294
0.35989299416542053,46,5199,
0.3464611768722534,46,5249,
0.3463878035545349,46,5299,
,46,5310,0.35007381439208984
0.3295324742794037,47,5349,
0.3201535940170288,47,5399,
,47,5423,0.34994661808013916
0.3295084238052368,48,5449,
0.3419705033302307,48,5499,
,48,5536,0.34983134269714355
0.3281078040599823,49,5549,
0.3466169238090515,49,5599,
0.3280264735221863,49,5649,
,49,5649,0.34972083568573
0.3335030674934387,50,5699,
0.33793342113494873,50,5749,
,50,5762,0.3496174216270447
0.3384001851081848,51,5799,
0.34988903999328613,51,5849,
,51,5875,0.34951305389404297
0.3426743745803833,52,5899,
0.3489302396774292,52,5949,
,52,5988,0.3494134247303009
0.3539831042289734,53,5999,
0.3256210386753082,53,6049,
0.3704974055290222,53,6099,
,53,6101,0.34931084513664246
0.3163543939590454,54,6149,
0.34269192814826965,54,6199,
,54,6214,0.3492273688316345
0.31627652049064636,55,6249,
0.352137953042984,55,6299,
,55,6327,0.3491568863391876
0.3220112919807434,56,6349,
0.3438389301300049,56,6399,
,56,6440,0.3490431308746338
0.33975881338119507,57,6449,
0.3621935546398163,57,6499,
0.33186477422714233,57,6549,
,57,6553,0.3489815592765808
0.34599030017852783,58,6599,
0.3451606333255768,58,6649,
,58,6666,0.348890483379364
0.3494867980480194,59,6699,
0.34199559688568115,59,6749,
,59,6779,0.34881412982940674
0.32648205757141113,60,6799,
0.3410079777240753,60,6849,
,60,6892,0.3487437665462494
0.3377871513366699,61,6899,
0.3293107748031616,61,6949,
0.347740113735199,61,6999,
,61,7005,0.3486872911453247
0.3384271264076233,62,7049,
0.36118653416633606,62,7099,
,62,7118,0.34860479831695557
0.335001677274704,63,7149,
0.36271730065345764,63,7199,
,63,7231,0.34855377674102783
0.32315462827682495,64,7249,
0.33907848596572876,64,7299,
,64,7344,0.34848088026046753
0.31872016191482544,65,7349,
0.34310007095336914,65,7399,
0.33993154764175415,65,7449,
,65,7457,0.3484293222427368
0.33468303084373474,66,7499,
0.32205790281295776,66,7549,
,66,7570,0.34835368394851685
0.32992488145828247,67,7599,
0.3499504029750824,67,7649,
,67,7683,0.3482884466648102
0.3358818292617798,68,7699,
0.3278408944606781,68,7749,
,68,7796,0.3482341766357422
0.358341246843338,69,7799,
0.3429945707321167,69,7849,
0.31446319818496704,69,7899,
,69,7909,0.34816330671310425
0.35219070315361023,70,7949,
0.3344510793685913,70,7999,
,70,8022,0.34814876317977905
0.3320411443710327,71,8049,
0.32969754934310913,71,8099,
,71,8135,0.34810784459114075
0.33031851053237915,72,8149,
0.3213968873023987,72,8199,
,72,8248,0.3480927050113678
0.3308008909225464,73,8249,
0.3386165201663971,73,8299,
0.3221709728240967,73,8349,
,73,8361,0.34802761673927307
0.34987789392471313,74,8399,
0.33476153016090393,74,8449,
,74,8474,0.34798097610473633
0.3582123816013336,75,8499,
0.34354180097579956,75,8549,
,75,8587,0.34792718291282654
0.3298870921134949,76,8599,
0.35664916038513184,76,8649,
0.33607009053230286,76,8699,
,76,8700,0.34791243076324463
0.3214259445667267,77,8749,
0.3271368145942688,77,8799,
,77,8813,0.3478843569755554
0.3278420567512512,78,8849,
0.3376062512397766,78,8899,
,78,8926,0.3478472828865051
0.33422043919563293,79,8949,
0.33828869462013245,79,8999,
,79,9039,0.3477981686592102
0.35604891180992126,80,9049,
0.34268254041671753,80,9099,
0.3895934522151947,80,9149,
,80,9152,0.34774351119995117
0.32909461855888367,81,9199,
0.34524282813072205,81,9249,
,81,9265,0.3477189242839813
0.32187342643737793,82,9299,
0.33296674489974976,82,9349,
,82,9378,0.3476867377758026
0.33170196413993835,83,9399,
0.34461039304733276,83,9449,
,83,9491,0.3476691246032715
0.3147399425506592,84,9499,
0.3541776239871979,84,9549,
0.32340145111083984,84,9599,
,84,9604,0.3476455807685852
0.33504271507263184,85,9649,
0.34807002544403076,85,9699,
,85,9717,0.34761282801628113
0.34534934163093567,86,9749,
0.3388332724571228,86,9799,
,86,9830,0.3475942313671112
0.3228239417076111,87,9849,
0.35076478123664856,87,9899,
,87,9943,0.34757304191589355
0.3267669975757599,88,9949,
0.3405147194862366,88,9999,
0.3252679109573364,88,10049,
,88,10056,0.34755516052246094
0.33536845445632935,89,10099,
0.3263671398162842,89,10149,
,89,10169,0.34753867983818054
0.3430819511413574,90,10199,
0.32369017601013184,90,10249,
,90,10282,0.3474957048892975
0.32806092500686646,91,10299,
0.337621808052063,91,10349,
,91,10395,0.3474934995174408
0.33558496832847595,92,10399,
0.35127320885658264,92,10449,
0.34431225061416626,92,10499,
,92,10508,0.34746766090393066
0.3433297276496887,93,10549,
0.3465636372566223,93,10599,
,93,10621,0.34745270013809204
0.31530943512916565,94,10649,
0.34491240978240967,94,10699,
,94,10734,0.3474499583244324
0.33271828293800354,95,10749,
0.3399118483066559,95,10799,
,95,10847,0.34740447998046875
0.337218701839447,96,10849,
0.36395448446273804,96,10899,
0.33742350339889526,96,10949,
,96,10960,0.3473757207393646
0.3400420844554901,97,10999,
0.33902251720428467,97,11049,
,97,11073,0.3473675847053528
0.3453342914581299,98,11099,
0.33973026275634766,98,11149,
,98,11186,0.34732547402381897
0.33989590406417847,99,11199,
0.3315857946872711,99,11249,
0.36424511671066284,99,11299,
,99,11299,0.3473069369792938
