train_loss,epoch,step,val_loss,test_acc
0.35945284366607666,0,49,,
0.39900878071784973,0,99,,
,0,112,0.38323041796684265,
0.3654000163078308,1,149,,
0.391909658908844,1,199,,
,1,225,0.37313714623451233,
0.3995131850242615,2,249,,
0.38216808438301086,2,299,,
,2,338,0.3691411018371582,
0.3859404921531677,3,349,,
0.38339316844940186,3,399,,
0.3491763472557068,3,449,,
,3,451,0.3666514456272125,
0.363142192363739,4,499,,
0.3979194462299347,4,549,,
,4,564,0.36665433645248413,
0.3569132089614868,5,599,,
0.35831546783447266,5,649,,
,5,677,0.36396995186805725,
0.3294501304626465,6,699,,
0.3670992851257324,6,749,,
,6,790,0.3632470965385437,
0.3571326732635498,7,799,,
0.3513258397579193,7,849,,
0.35148385167121887,7,899,,
,7,903,0.36264902353286743,
0.40277546644210815,8,949,,
0.34414148330688477,8,999,,
,8,1016,0.3613753020763397,
0.3498202860355377,9,1049,,
0.3884468078613281,9,1099,,
,9,1129,0.361744225025177,
0.38799601793289185,10,1149,,
0.3496806025505066,10,1199,,
,10,1242,0.36067166924476624,
0.3462522625923157,11,1249,,
0.36124563217163086,11,1299,,
0.33218300342559814,11,1349,,
,11,1355,0.3608945608139038,
0.39322590827941895,12,1399,,
0.3702434301376343,12,1449,,
,12,1468,0.363259881734848,
0.354751855134964,13,1499,,
0.3708563446998596,13,1549,,
,13,1581,0.36033183336257935,
0.36441799998283386,14,1599,,
0.36146923899650574,14,1649,,
,14,1694,0.36072900891304016,
0.36726054549217224,15,1699,,
0.3640173673629761,15,1749,,
0.36460578441619873,15,1799,,
,15,1807,0.3615826964378357,
0.3566772937774658,16,1849,,
0.3560032844543457,16,1899,,
,16,1920,0.3600468933582306,
0.3520050346851349,17,1949,,
0.3501106798648834,17,1999,,
,17,2033,0.3596858084201813,
0.37582358717918396,18,2049,,
0.3690292239189148,18,2099,,
,18,2146,0.36401012539863586,
0.3587084710597992,19,2149,,
0.34824198484420776,19,2199,,
0.3423057794570923,19,2249,,
,19,2259,0.35933029651641846,
0.34640857577323914,20,2299,,
0.3588983416557312,20,2349,,
,20,2372,0.3599834144115448,
0.34885239601135254,21,2399,,
0.36192071437835693,21,2449,,
,21,2485,0.35985857248306274,
0.3432152271270752,22,2499,,
0.3523217439651489,22,2549,,
,22,2598,0.36016330122947693,
0.34741905331611633,23,2599,,
0.3696102201938629,23,2649,,
0.3441203534603119,23,2699,,
,23,2711,0.36233726143836975,
0.3648868799209595,24,2749,,
0.34768372774124146,24,2799,,
,24,2824,0.3599848747253418,
0.3626804053783417,25,2849,,
0.3194222152233124,25,2899,,
,25,2937,0.359999418258667,
0.3833230435848236,26,2949,,
0.3825194239616394,26,2999,,
0.349552720785141,26,3049,,
,26,3050,0.3595884144306183,
0.36830300092697144,27,3099,,
0.3484410047531128,27,3149,,
,27,3163,0.3592962324619293,
0.34703999757766724,28,3199,,
0.3564916253089905,28,3249,,
,28,3276,0.3607040345668793,
0.39619535207748413,29,3299,,
0.34573107957839966,29,3349,,
,29,3389,0.3597484529018402,
0.34707969427108765,30,3399,,
0.3726927638053894,30,3449,,
0.3372831642627716,30,3499,,
,30,3502,0.3591795861721039,
0.35360726714134216,31,3549,,
0.34580063819885254,31,3599,,
,31,3615,0.3587864637374878,
0.32998985052108765,32,3649,,
0.3663870096206665,32,3699,,
,32,3728,0.3606932461261749,
0.37901726365089417,33,3749,,
0.33882033824920654,33,3799,,
,33,3841,0.35897043347358704,
0.3497975468635559,34,3849,,
0.33929941058158875,34,3899,,
0.35640543699264526,34,3949,,
,34,3954,0.3594980537891388,
0.36576688289642334,35,3999,,
0.32621389627456665,35,4049,,
,35,4067,0.36240097880363464,
0.35426104068756104,36,4099,,
0.3667464852333069,36,4149,,
,36,4180,0.3603466749191284,
0.3422148823738098,37,4199,,
0.3171931207180023,37,4249,,
,37,4293,0.3613509237766266,
0.3452116847038269,38,4299,,
