train_loss,epoch,step,val_loss,test_acc
0.5966399908065796,0,49,,
0.5233737826347351,0,99,,
,0,112,0.5101110339164734,
0.48803213238716125,1,149,,
0.44172778725624084,1,199,,
,1,225,0.43343445658683777,
0.4425305128097534,2,249,,
0.40513792634010315,2,299,,
,2,338,0.4011501669883728,
0.3892849087715149,3,349,,
0.38406458497047424,3,399,,
0.40298381447792053,3,449,,
,3,451,0.384721964597702,
0.39519309997558594,4,499,,
0.36017072200775146,4,549,,
,4,564,0.375182181596756,
0.35505059361457825,5,599,,
0.37216275930404663,5,649,,
,5,677,0.36905986070632935,
0.3497292697429657,6,699,,
0.3614654242992401,6,749,,
,6,790,0.36484771966934204,
0.36215293407440186,7,799,,
0.3589784502983093,7,849,,
0.3366285264492035,7,899,,
,7,903,0.361794114112854,
0.3485605716705322,8,949,,
0.3569692075252533,8,999,,
,8,1016,0.35947656631469727,
0.34194621443748474,9,1049,,
0.35912013053894043,9,1099,,
,9,1129,0.35767507553100586,
0.3427785336971283,10,1149,,
0.3511200249195099,10,1199,,
,10,1242,0.35622352361679077,
0.3551832437515259,11,1249,,
0.3454683721065521,11,1299,,
0.3535745143890381,11,1349,,
,11,1355,0.3550291359424591,
0.330067902803421,12,1399,,
0.3492755889892578,12,1449,,
,12,1468,0.35402852296829224,
0.34145140647888184,13,1499,,
0.3519892692565918,13,1549,,
,13,1581,0.3531765937805176,
0.3571179509162903,14,1599,,
0.33427831530570984,14,1649,,
,14,1694,0.3524383306503296,
0.34385478496551514,15,1699,,
0.3605493903160095,15,1749,,
0.3488355875015259,15,1799,,
,15,1807,0.35178783535957336,
0.3342944383621216,16,1849,,
0.34148868918418884,16,1899,,
,16,1920,0.35120776295661926,
0.36472633481025696,17,1949,,
0.3408116400241852,17,1999,,
,17,2033,0.3506947159767151,
0.36285534501075745,18,2049,,
0.354745090007782,18,2099,,
,18,2146,0.3502224385738373,
0.3511052429676056,19,2149,,
0.3732103109359741,19,2199,,
0.35794442892074585,19,2249,,
,19,2259,0.34979262948036194,
0.3422136902809143,20,2299,,
0.359597384929657,20,2349,,
,20,2372,0.3493972718715668,
0.34159302711486816,21,2399,,
0.3420182466506958,21,2449,,
,21,2485,0.3490336537361145,
0.34138724207878113,22,2499,,
0.34457457065582275,22,2549,,
,22,2598,0.34869131445884705,
0.3690059185028076,23,2599,,
0.342345267534256,23,2649,,
0.3618164360523224,23,2699,,
,23,2711,0.3483729362487793,
0.3504013419151306,24,2749,,
0.3292369246482849,24,2799,,
,24,2824,0.34807559847831726,
0.3436734676361084,25,2849,,
0.3753855228424072,25,2899,,
,25,2937,0.3477930724620819,
0.3510575592517853,26,2949,,
0.364932656288147,26,2999,,
0.3483893871307373,26,3049,,
,26,3050,0.3475230634212494,
0.3464106321334839,27,3099,,
0.3402506709098816,27,3149,,
,27,3163,0.3472729027271271,
0.36629652976989746,28,3199,,
0.3466854989528656,28,3249,,
,28,3276,0.3470255434513092,
0.32506388425827026,29,3299,,
0.35584092140197754,29,3349,,
,29,3389,0.34679436683654785,
0.3440588116645813,30,3399,,
0.3258775472640991,30,3449,,
0.37351521849632263,30,3499,,
,30,3502,0.3465714156627655,
0.3627123236656189,31,3549,,
0.3343171179294586,31,3599,,
,31,3615,0.34636324644088745,
0.3481495678424835,32,3649,,
0.3315608501434326,32,3699,,
,32,3728,0.34615620970726013,
0.34562620520591736,33,3749,,
0.328258752822876,33,3799,,
,33,3841,0.3459622263908386,
0.3277634382247925,34,3849,,
0.3474670648574829,34,3899,,
0.33559268712997437,34,3949,,
,34,3954,0.34577614068984985,
0.33886265754699707,35,3999,,
0.3540319800376892,35,4049,,
,35,4067,0.34559136629104614,
0.36648955941200256,36,4099,,
0.33263152837753296,36,4149,,
,36,4180,0.3454154431819916,
0.3323347568511963,37,4199,,
0.3481456935405731,37,4249,,
,37,4293,0.34524551033973694,
0.34354838728904724,38,4299,,
0.3360389173030853,38,4349,,
0.34930264949798584,38,4399,,
,38,4406,0.34507766366004944,
0.3154121935367584,39,4449,,
0.34321844577789307,39,4499,,
,39,4519,0.3449215292930603,
0.3497368395328522,40,4549,,
0.353897362947464,40,4599,,
,40,4632,0.3447674512863159,
0.3528941869735718,41,4649,,
0.33393189311027527,41,4699,,
,41,4745,0.34462296962738037,
0.33019569516181946,42,4749,,
0.3283379077911377,42,4799,,
0.3332221806049347,42,4849,,
,42,4858,0.3444841802120209,
0.33752110600471497,43,4899,,
0.34615492820739746,43,4949,,
,43,4971,0.3443485200405121,
0.35089483857154846,44,4999,,
0.3663267493247986,44,5049,,
,44,5084,0.34421446919441223,
0.33016303181648254,45,5099,,
0.34520262479782104,45,5149,,
,45,5197,0.34409278631210327,
