train_loss,epoch,step,val_loss
0.6690527200698853,0,49,
0.6076304316520691,0,99,
,0,112,0.5777863264083862
0.5270693302154541,1,149,
0.4696604311466217,1,199,
,1,225,0.4559973180294037
0.4357675611972809,2,249,
0.4197981357574463,2,299,
,2,338,0.4092195928096771
0.41787055134773254,3,349,
0.4019840657711029,3,399,
0.4023051857948303,3,449,
,3,451,0.3873559832572937
0.4095969796180725,4,499,
0.37254559993743896,4,549,
,4,564,0.3753175735473633
0.3852226734161377,5,599,
0.37268176674842834,5,649,
,5,677,0.36785954236984253
0.3671490252017975,6,699,
0.39799967408180237,6,749,
,6,790,0.3628692030906677
0.3886932134628296,7,799,
0.37361568212509155,7,849,
0.36230260133743286,7,899,
,7,903,0.35934075713157654
0.35833317041397095,8,949,
0.33658963441848755,8,999,
,8,1016,0.35672518610954285
0.35302597284317017,9,1049,
0.3377055525779724,9,1099,
,9,1129,0.3547219932079315
0.36696866154670715,10,1149,
0.3489447236061096,10,1199,
,10,1242,0.3531491756439209
0.35078349709510803,11,1249,
0.34943878650665283,11,1299,
0.3515683710575104,11,1349,
,11,1355,0.3518844246864319
0.4011440575122833,12,1399,
0.3414231836795807,12,1449,
,12,1468,0.35083910822868347
0.3463646173477173,13,1499,
0.3598651885986328,13,1549,
,13,1581,0.349964439868927
0.3302071988582611,14,1599,
0.3427954316139221,14,1649,
,14,1694,0.3492238223552704
0.3599720001220703,15,1699,
0.3446837365627289,15,1749,
0.36317384243011475,15,1799,
,15,1807,0.3485853672027588
0.34332820773124695,16,1849,
0.351810097694397,16,1899,
,16,1920,0.34802624583244324
0.3555029630661011,17,1949,
0.36518722772598267,17,1999,
,17,2033,0.34753653407096863
0.33315524458885193,18,2049,
0.35431885719299316,18,2099,
,18,2146,0.34709760546684265
0.3725569248199463,19,2149,
0.32798197865486145,19,2199,
0.33646756410598755,19,2249,
,19,2259,0.3467099368572235
0.3432559072971344,20,2299,
0.33277496695518494,20,2349,
,20,2372,0.34635600447654724
0.3549689054489136,21,2399,
0.34921708703041077,21,2449,
,21,2485,0.346034437417984
0.34001395106315613,22,2499,
0.34013569355010986,22,2549,
,22,2598,0.34573280811309814
0.34750235080718994,23,2599,
0.34698736667633057,23,2649,
0.3518086075782776,23,2699,
,23,2711,0.3454618453979492
0.377209335565567,24,2749,
0.3250724673271179,24,2799,
,24,2824,0.3452050983905792
0.3447960615158081,25,2849,
0.34126734733581543,25,2899,
,25,2937,0.3449695110321045
0.3305579423904419,26,2949,
0.3353649973869324,26,2999,
0.3469519317150116,26,3049,
,26,3050,0.3447456657886505
0.32784461975097656,27,3099,
0.32819849252700806,27,3149,
,27,3163,0.34453532099723816
0.3190026879310608,28,3199,
0.3390255272388458,28,3249,
,28,3276,0.3443385362625122
0.35348978638648987,29,3299,
0.34067219495773315,29,3349,
,29,3389,0.34415140748023987
0.33167076110839844,30,3399,
0.3516603708267212,30,3449,
0.3482709527015686,30,3499,
,30,3502,0.3439716398715973
0.33397847414016724,31,3549,
0.3280046880245209,31,3599,
,31,3615,0.3438020944595337
0.327921599149704,32,3649,
0.3490507900714874,32,3699,
,32,3728,0.34363892674446106
0.31994307041168213,33,3749,
0.3401459753513336,33,3799,
,33,3841,0.3434831500053406
0.3411176800727844,34,3849,
0.3231549859046936,34,3899,
0.3416058123111725,34,3949,
,34,3954,0.34333330392837524
0.3233281373977661,35,3999,
0.35290953516960144,35,4049,
,35,4067,0.34319382905960083
0.3300166726112366,36,4099,
0.34313079714775085,36,4149,
,36,4180,0.3430558145046234
0.3315802812576294,37,4199,
0.35046952962875366,37,4249,
,37,4293,0.3429257571697235
0.3251795768737793,38,4299,
0.3588624596595764,38,4349,
0.3361371159553528,38,4399,
,38,4406,0.3427986800670624
0.34995728731155396,39,4449,
0.33143478631973267,39,4499,
,39,4519,0.34267890453338623
0.3495010435581207,40,4549,
0.3403961956501007,40,4599,
,40,4632,0.34256526827812195
0.34760531783103943,41,4649,
0.3492048382759094,41,4699,
,41,4745,0.3424534797668457
0.3556828498840332,42,4749,
0.3511626720428467,42,4799,
0.32503437995910645,42,4849,
,42,4858,0.34234699606895447
0.34361305832862854,43,4899,
0.34856918454170227,43,4949,
,43,4971,0.342244952917099
0.3485768139362335,44,4999,
0.3346591591835022,44,5049,
,44,5084,0.34214702248573303
0.366094172000885,45,5099,
0.34382766485214233,45,5149,
,45,5197,0.34204816818237305
0.3529205024242401,46,5199,
0.345171183347702,46,5249,
0.3375992476940155,46,5299,
,46,5310,0.3419652283191681
0.3370501697063446,47,5349,
0.33853137493133545,47,5399,
,47,5423,0.3418799638748169
0.3723704218864441,48,5449,
0.3439888656139374,48,5499,
,48,5536,0.3418039083480835
0.37422245740890503,49,5549,
0.332576721906662,49,5599,
0.33051684498786926,49,5649,
,49,5649,0.34172698855400085
0.32468438148498535,50,5699,
0.359232634305954,50,5749,
,50,5762,0.3416587710380554
0.34824615716934204,51,5799,
0.3307797908782959,51,5849,
,51,5875,0.34159836173057556
0.35282301902770996,52,5899,
0.35171592235565186,52,5949,
,52,5988,0.34153154492378235
0.34668222069740295,53,5999,
0.3510029911994934,53,6049,
0.33316347002983093,53,6099,
,53,6101,0.3414875566959381
0.34303581714630127,54,6149,
0.33477750420570374,54,6199,
,54,6214,0.34142372012138367
0.35761645436286926,55,6249,
0.3617425262928009,55,6299,
,55,6327,0.3413844406604767
0.3341244161128998,56,6349,
0.37610530853271484,56,6399,
,56,6440,0.3413357436656952
0.34035739302635193,57,6449,
0.3262564539909363,57,6499,
0.34067192673683167,57,6549,
,57,6553,0.3412970006465912
0.3319047689437866,58,6599,
0.3320998549461365,58,6649,
,58,6666,0.3412684500217438
0.31656402349472046,59,6699,
0.34609362483024597,59,6749,
,59,6779,0.3412328064441681
0.3543727397918701,60,6799,
0.3339166045188904,60,6849,
,60,6892,0.3412037193775177
0.3450239300727844,61,6899,
0.3342534601688385,61,6949,
0.3369615077972412,61,6999,
,61,7005,0.34116870164871216
0.3429179787635803,62,7049,
0.3275867998600006,62,7099,
,62,7118,0.341170072555542
0.33712583780288696,63,7149,
0.325810968875885,63,7199,
,63,7231,0.3411408066749573
0.3428264856338501,64,7249,
0.3318864405155182,64,7299,
,64,7344,0.3411222994327545
0.33629685640335083,65,7349,
0.3238009214401245,65,7399,
0.33868440985679626,65,7449,
,65,7457,0.3411136269569397
0.37739452719688416,66,7499,
0.33324527740478516,66,7549,
,66,7570,0.3411107659339905
0.32874438166618347,67,7599,
0.33315345644950867,67,7649,
,67,7683,0.3410920202732086
0.3561990261077881,68,7699,
0.34427547454833984,68,7749,
,68,7796,0.3410898447036743
0.3415454030036926,69,7799,
0.3401257395744324,69,7849,
0.32637909054756165,69,7899,
,69,7909,0.34108972549438477
0.32962119579315186,70,7949,
0.3460319936275482,70,7999,
,70,8022,0.3410826325416565
0.35910025238990784,71,8049,
0.34373289346694946,71,8099,
,71,8135,0.34109964966773987
0.3397640585899353,72,8149,
0.36162760853767395,72,8199,
,72,8248,0.3410821855068207
0.34373393654823303,73,8249,
0.3160853087902069,73,8299,
0.3258950710296631,73,8349,
,73,8361,0.3410746157169342
0.3282451629638672,74,8399,
0.33919116854667664,74,8449,
,74,8474,0.3410758078098297
0.3551177382469177,75,8499,
0.3181595504283905,75,8549,
,75,8587,0.3410853445529938
0.34156373143196106,76,8599,
0.34748831391334534,76,8649,
0.3448001742362976,76,8699,
,76,8700,0.3410802483558655
0.3562261164188385,77,8749,
0.3352662920951843,77,8799,
,77,8813,0.34108608961105347
0.36432135105133057,78,8849,
0.3427722752094269,78,8899,
,78,8926,0.34109970927238464
0.34162741899490356,79,8949,
0.34232643246650696,79,8999,
,79,9039,0.34110745787620544
0.33221954107284546,80,9049,
0.3607100248336792,80,9099,
0.34830257296562195,80,9149,
,80,9152,0.3411257863044739
0.32040587067604065,81,9199,
0.3224790394306183,81,9249,
,81,9265,0.3411330282688141
0.3169637620449066,82,9299,
0.37243562936782837,82,9349,
,82,9378,0.34113362431526184
0.3319748044013977,83,9399,
0.337056964635849,83,9449,
,83,9491,0.34115251898765564
0.3467932641506195,84,9499,
0.3488796353340149,84,9549,
0.34339484572410583,84,9599,
,84,9604,0.34116485714912415
0.3330252170562744,85,9649,
0.34147846698760986,85,9699,
,85,9717,0.3411651849746704
0.3477243483066559,86,9749,
0.3477351665496826,86,9799,
,86,9830,0.34117820858955383
0.3491228520870209,87,9849,
0.3391011655330658,87,9899,
,87,9943,0.34117913246154785
0.3581184148788452,88,9949,
0.34339916706085205,88,9999,
0.3188127875328064,88,10049,
,88,10056,0.3411775231361389
0.33802562952041626,89,10099,
0.3501910865306854,89,10149,
,89,10169,0.3411823511123657
0.34216833114624023,90,10199,
0.35426390171051025,90,10249,
,90,10282,0.34120598435401917
0.36262473464012146,91,10299,
0.361569881439209,91,10349,
,91,10395,0.3411964178085327
0.34835952520370483,92,10399,
0.3355599045753479,92,10449,
0.3590796887874603,92,10499,
,92,10508,0.3412245810031891
0.3559580147266388,93,10549,
0.338808536529541,93,10599,
,93,10621,0.34122610092163086
0.3386213779449463,94,10649,
0.3385767340660095,94,10699,
,94,10734,0.3412359952926636
0.3544502854347229,95,10749,
0.3427141010761261,95,10799,
,95,10847,0.341244637966156
0.33537501096725464,96,10849,
0.3417384922504425,96,10899,
0.317346453666687,96,10949,
,96,10960,0.3412584066390991
0.3386637568473816,97,10999,
0.3278796374797821,97,11049,
,97,11073,0.34126079082489014
0.34836170077323914,98,11099,
0.337861031293869,98,11149,
,98,11186,0.34127187728881836
0.3554646372795105,99,11199,
0.34086698293685913,99,11249,
0.340240478515625,99,11299,
,99,11299,0.34127163887023926
