train_loss,epoch,step,val_loss
0.6560604572296143,0,49,
0.5714653730392456,0,99,
,0,112,0.5497729182243347
0.5114881992340088,1,149,
0.4507754445075989,1,199,
,1,225,0.4519239068031311
0.4385840892791748,2,249,
0.4132598042488098,2,299,
,2,338,0.41264858841896057
0.4023061692714691,3,349,
0.4112061560153961,3,399,
0.3884987533092499,3,449,
,3,451,0.3936017155647278
0.3901350200176239,4,499,
0.39777636528015137,4,549,
,4,564,0.38285472989082336
0.3903052508831024,5,599,
0.3657151460647583,5,649,
,5,677,0.37611016631126404
0.3721577823162079,6,699,
0.3601420223712921,6,749,
,6,790,0.37155112624168396
0.3377099335193634,7,799,
0.360169917345047,7,849,
0.360399067401886,7,899,
,7,903,0.3682887852191925
0.3589973747730255,8,949,
0.36536943912506104,8,999,
,8,1016,0.36586666107177734
0.34471309185028076,9,1049,
0.34609317779541016,9,1099,
,9,1129,0.3639926612377167
0.3393629193305969,10,1149,
0.37049350142478943,10,1199,
,10,1242,0.36250412464141846
0.3752899765968323,11,1249,
0.3496396541595459,11,1299,
0.353354275226593,11,1349,
,11,1355,0.36129817366600037
0.3511711657047272,12,1399,
0.3385178744792938,12,1449,
,12,1468,0.3602926731109619
0.3572298586368561,13,1499,
0.38406094908714294,13,1549,
,13,1581,0.3594411611557007
0.32925236225128174,14,1599,
0.3364064395427704,14,1649,
,14,1694,0.3587147295475006
0.3521308898925781,15,1699,
0.33888524770736694,15,1749,
0.36681652069091797,15,1799,
,15,1807,0.3580768406391144
0.3531513810157776,16,1849,
0.346123069524765,16,1899,
,16,1920,0.35752469301223755
0.35141950845718384,17,1949,
0.3337628245353699,17,1999,
,17,2033,0.3570256233215332
0.3324538767337799,18,2049,
0.3380909264087677,18,2099,
,18,2146,0.35658589005470276
0.3453204929828644,19,2149,
0.3704248368740082,19,2199,
0.3518984913825989,19,2249,
,19,2259,0.3561786711215973
0.35459885001182556,20,2299,
0.33234745264053345,20,2349,
,20,2372,0.3558116555213928
0.3514271378517151,21,2399,
0.36182817816734314,21,2449,
,21,2485,0.35546931624412537
0.33822089433670044,22,2499,
0.33481717109680176,22,2549,
,22,2598,0.35515835881233215
0.34964117407798767,23,2599,
0.34413444995880127,23,2649,
0.36122819781303406,23,2699,
,23,2711,0.35486239194869995
0.3333066701889038,24,2749,
0.33358055353164673,24,2799,
,24,2824,0.35458293557167053
0.3348156213760376,25,2849,
0.33998289704322815,25,2899,
,25,2937,0.3543190062046051
0.3277062773704529,26,2949,
0.36246779561042786,26,2999,
0.35701048374176025,26,3049,
,26,3050,0.3540750741958618
0.3479287922382355,27,3099,
0.3513484597206116,27,3149,
,27,3163,0.3538473844528198
0.3401608169078827,28,3199,
0.3603031635284424,28,3249,
,28,3276,0.3536207675933838
0.3569386899471283,29,3299,
0.3508352041244507,29,3349,
,29,3389,0.3534102737903595
0.3533582389354706,30,3399,
0.3605726361274719,30,3449,
0.3330269753932953,30,3499,
,30,3502,0.35321101546287537
0.33314234018325806,31,3549,
0.3492084741592407,31,3599,
,31,3615,0.35301631689071655
0.34743645787239075,32,3649,
0.33940982818603516,32,3699,
,32,3728,0.3528258800506592
0.3590097427368164,33,3749,
0.3237827718257904,33,3799,
,33,3841,0.35264694690704346
0.34437867999076843,34,3849,
0.33266639709472656,34,3899,
0.35401615500450134,34,3949,
,34,3954,0.3524760603904724
0.3455186188220978,35,3999,
0.3445400297641754,35,4049,
,35,4067,0.35230493545532227
0.3377022445201874,36,4099,
0.3351176977157593,36,4149,
,36,4180,0.3521474003791809
0.36365967988967896,37,4199,
0.3593432605266571,37,4249,
,37,4293,0.3519919216632843
0.3690064549446106,38,4299,
0.33124691247940063,38,4349,
0.336916446685791,38,4399,
,38,4406,0.35184386372566223
0.34043794870376587,39,4449,
0.3575008511543274,39,4499,
,39,4519,0.351704478263855
0.3619217872619629,40,4549,
0.33178672194480896,40,4599,
,40,4632,0.35156500339508057
0.35762935876846313,41,4649,
0.3687674403190613,41,4699,
,41,4745,0.3514326512813568
0.3357428014278412,42,4749,
0.33539944887161255,42,4799,
