train_loss,epoch,step,val_loss,test_acc
0.4185660779476166,0,49,,
0.3983438014984131,0,99,,
,0,112,0.3830559253692627,
0.3819745182991028,1,149,,
0.36422237753868103,1,199,,
,1,225,0.3738275170326233,
0.37943556904792786,2,249,,
0.3516913652420044,2,299,,
,2,338,0.3696213364601135,
0.38589271903038025,3,349,,
0.37412238121032715,3,399,,
0.3700215816497803,3,449,,
,3,451,0.36705970764160156,
0.38347163796424866,4,499,,
0.37108761072158813,4,549,,
,4,564,0.3652486503124237,
0.3862397074699402,5,599,,
0.3752056062221527,5,649,,
,5,677,0.3652721345424652,
0.352604478597641,6,699,,
0.3834403455257416,6,749,,
,6,790,0.36290356516838074,
0.37270644307136536,7,799,,
0.3785203695297241,7,849,,
0.38175609707832336,7,899,,
,7,903,0.3623284697532654,
0.3968620300292969,8,949,,
0.3207254409790039,8,999,,
,8,1016,0.3614918887615204,
0.36599957942962646,9,1049,,
0.3610827922821045,9,1099,,
,9,1129,0.36104390025138855,
0.36233335733413696,10,1149,,
0.3616417348384857,10,1199,,
,10,1242,0.36083707213401794,
0.38036033511161804,11,1249,,
0.3564431667327881,11,1299,,
0.35830581188201904,11,1349,,
,11,1355,0.3606613278388977,
0.3488245904445648,12,1399,,
0.33676743507385254,12,1449,,
,12,1468,0.36012259125709534,
0.36290454864501953,13,1499,,
0.36721253395080566,13,1549,,
,13,1581,0.3600781559944153,
0.3612634837627411,14,1599,,
0.34357064962387085,14,1649,,
,14,1694,0.35916587710380554,
0.3499624729156494,15,1699,,
0.34870192408561707,15,1749,,
0.35845863819122314,15,1799,,
,15,1807,0.35886135697364807,
0.37286141514778137,16,1849,,
0.34115517139434814,16,1899,,
,16,1920,0.3591267168521881,
0.3570861220359802,17,1949,,
0.3555471897125244,17,1999,,
,17,2033,0.35843977332115173,
0.3643263578414917,18,2049,,
0.3500838875770569,18,2099,,
,18,2146,0.3590845763683319,
0.3544716238975525,19,2149,,
0.3539189398288727,19,2199,,
0.3510783314704895,19,2249,,
,19,2259,0.359506756067276,
0.3770272135734558,20,2299,,
0.38116294145584106,20,2349,,
,20,2372,0.358132004737854,
0.3486461937427521,21,2399,,
0.37309882044792175,21,2449,,
,21,2485,0.3581008017063141,
0.35090890526771545,22,2499,,
0.32963675260543823,22,2549,,
,22,2598,0.35949575901031494,
0.36500445008277893,23,2599,,
0.3544875979423523,23,2649,,
0.37821459770202637,23,2699,,
,23,2711,0.3574737310409546,
0.35336148738861084,24,2749,,
0.35611996054649353,24,2799,,
,24,2824,0.35755348205566406,
0.3501299023628235,25,2849,,
0.34434136748313904,25,2899,,
